canonical_name,total_mentions,model_count,google_name,match_score,google_rating,google_reviews,price_level,business_status,address
Lucky Saigon Cafe,1,1,Lucky Saigon Café,100.0,4.0,653,2,OPERATIONAL,"356 Tanglin Rd, Singapore 247674"
Luna Concept,1,1,LUNA Concept,100.0,4.2,63,,OPERATIONAL,"39 MacTaggart Rd, Singapore 368084"
MISKA CAFE,1,1,Miska Cafe,100.0,4.1,444,,OPERATIONAL,"31 Ocean Way, #01-07, Singapore 098375"
Macpherson Minced Meat Noodles,1,1,Macpherson Minced Meat Noodles,100.0,4.5,141,,OPERATIONAL,"2 Bukit Batok Street 23, Singapore 659554"
Magic Wok,1,1,Magic Wok,100.0,2.3,3,,OPERATIONAL,"9 Tampines Street 32, #02-01A-E Tampines Mart, Singapore 529286"
Maguro Brothers,1,1,Maguro Brothers,100.0,4.6,242,,OPERATIONAL,"〒079027Singapore, Tras St, 100号, itadakimasu by PARCO, #03-K1"
Maki-San,1,1,Maki-San,100.0,4.1,185,2,OPERATIONAL,"2 Tampines Central 5, #B1-26 Century Square, Singapore 529509"
Malayan Settlement,1,1,Malayan Settlement,100.0,4.8,1121,,OPERATIONAL,"3 River Valley Rd, Blk B, #1-03, Singapore 179021"
Mama's Kent Secret Recipe,1,1,Mama's Kent Secret Recipe,100.0,4.8,157,,OPERATIONAL,"Blk 1 Tanjong Pagar Plz, #02-04/05 4A, Singapore 082001"
Mami Midah Briyani,1,1,Mami Midah Briyani,100.0,3.8,125,,OPERATIONAL,"4A Eunos Cres, #01-17 Eunos Link Food Centre, Singapore 402004"
ManNa Korean Restaurant,1,1,ManNa Korean Restaurant,100.0,4.3,608,,OPERATIONAL,"#02-138/139, Singpost Centre, 10 Eunos Rd 8, Singapore 408600"
Mandarin Oriental,1,1,"Mandarin Oriental, Singapore",100.0,4.6,7458,,OPERATIONAL,"5 Raffles Ave., Singapore 039797"
Mei Heong Yuen Dessert,1,1,Mei Heong Yuen Dessert,100.0,4.1,2855,1,OPERATIONAL,"63-67 Temple St, #63-67, Singapore 058611"
Meng's Kitchen,1,1,Meng's Kitchen,100.0,4.2,184,1,OPERATIONAL,"246B Upper Thomson Rd, Singapore 574370"
Merci Marcel Tiong Bahru,1,1,MERCI MARCEL TIONG BAHRU,100.0,4.7,3698,2,OPERATIONAL,"56 Eng Hoon St, #01-68, Singapore 160056"
Merci Marcel at Robertson Quay,1,1,MERCI MARCEL ROBERTSON QUAY,94.7,4.8,631,,OPERATIONAL,"41 Robertson Quay, Singapore 238236"
Micro Bakery & Kitchen,1,1,MICRO | bakery kitchen,90.9,4.2,451,,OPERATIONAL,"10 Jln Serene, #01-03 Serene Centre, Singapore 258748"
Millennium Glutinous Rice,1,1,Millennium Glutinous Rice,100.0,3.8,50,,OPERATIONAL,"335 Smith St, #02-092, Singapore 050335"
Min Ji Laksa,1,1,Min Ji Laksa,100.0,4.0,97,,OPERATIONAL,"29 Bendemeer Rd, #01-31 Bendemeer Market & Food Centre, Singapore 330029"
Minang House,1,1,Minang House,100.0,4.4,352,2,OPERATIONAL,"304 Orchard Rd, #02-66/67 Lucky Plaza, Singapore 238863"
Miss Saigon,1,1,Miss Saigon Singapore,100.0,4.4,55,,OPERATIONAL,"190 Middle Rd, #04-14, Singapore 188979"
Mitsuba Japanese Restaurant,1,1,Mitsuba Japanese Restaurant,100.0,4.1,1068,2,OPERATIONAL,"6 Eu Tong Sen St, #03-88 The Central, Singapore 059817"
Miznon Singapore,1,1,Miznon Singapore,100.0,4.4,2117,2,OPERATIONAL,"6 Stanley St, #01-01, Singapore 068725"
Mizuki,1,1,Mizuki,100.0,4.5,190,4,OPERATIONAL,"391 Orchard Rd, #05 - 32, Singapore 238872"
Mizzy Corner Nasi Lemak,1,1,Mizzy Corner Nasi Lemak,100.0,2.1,112,,OPERATIONAL,"Changi Village Rd, Singapore"
Mongkok Dim Sum,1,1,MongKok Dim Sum,100.0,3.8,454,2,OPERATIONAL,"8 Cheong Chin Nam Rd, Singapore 599733"
Monster Curry,1,1,Monster Curry,100.0,4.6,1430,2,OPERATIONAL,"63 Jurong West Central 3, #03-57 Jurong Point, Singapore 648331"
Moon Chay Vegetarian,1,1,Moon Chay Vegetarian,100.0,4.7,254,,OPERATIONAL,"190 Middle Rd, #02-27/28 Fortune Centre, Singapore 188979"
Mother Dough Bakery,1,1,Mother Dough Bakery,100.0,4.5,623,2,OPERATIONAL,"3 Jln Kledek, Singapore 199259"
Mr Biryani,1,1,Mr Biryani,100.0,4.4,2920,2,OPERATIONAL,"11 Chander Rd, #01-01, Singapore 219529"
Mr Duck,1,1,Mr Duck,100.0,3.9,132,,OPERATIONAL,"29 Tai Thong Cres, Singapore 347858"
Mr Teh Tarik,1,1,Mr Teh Tarik,100.0,3.9,1030,1,OPERATIONAL,"846 Yishun Ring Rd, #01-3603, Singapore 760846"
Mud Rock Ceramics,1,1,Mud Rock Ceramics,100.0,4.7,63,,OPERATIONAL,"315 Outram Rd, #14-01, Singapore 169074"
Mustafa Centre,1,1,Mustafa Centre,100.0,4.4,13035,,OPERATIONAL,"145 Syed Alwi Rd, Singapore 207704"
Mutiara Seafood By Jumbo Group,1,1,Mutiara Seafood by JUMBO Group,100.0,4.8,2782,,OPERATIONAL,"1 Engku Aman Turn #01-02, 03 Wisma, #02-02 &, Singapore 408528"
My Awesome Cafe,1,1,My Awesome Cafe,100.0,4.7,7472,2,OPERATIONAL,"202 Telok Ayer St, Singapore 068639"
Ménage Café,1,1,Menage Cafe,100.0,4.4,492,,OPERATIONAL,"6 Sin Ming Rd, #01-01/02, Singapore 575585"
NO.5 Bukit Timah Live Bull Frog Claypot Porridge,1,1,NO.5 Bukit Timah Live Bull Frog Claypot Porridge,100.0,3.9,816,2,OPERATIONAL,"5 Cheong Chin Nam Rd, Singapore 599730"
NORTH Miznon,1,1,North Miznon,100.0,4.4,698,,OPERATIONAL,"110 Amoy St, #01-01, Singapore 069930"
Naga House,1,1,Naga House,100.0,4.6,216,,OPERATIONAL,"14 Lor Telok, Singapore 049027"
Nam Kee Pau,1,1,Nam Kee Pau,100.0,2.7,239,1,OPERATIONAL,"68 Orchard Road, #B2-25, Plaza Singapura, Singapore 238839"
Napoleon Wine Bistro,1,1,Napoleon Wine Bistro,100.0,4.2,706,2,OPERATIONAL,"206 Telok Ayer St, Singapore 068641"
Nasi Lemak Kukus,1,1,Nasi Lemak Kukus,100.0,2.9,57,,OPERATIONAL,"101 Yishun Ave 5, #01-03, Singapore 760101"
New Green Pasture Cafe,1,1,New Green Pasture Cafe,100.0,4.2,158,,OPERATIONAL,"190 Middle Rd, #04-22 Fortune Centre, Singapore 188979"
New Station Snack Bar,1,1,New Station Snack Bar,100.0,4.2,666,,OPERATIONAL,"Far East Plaza 14 Scotts Road #05-95 Singapore, Singapore 228213"
Nikuya Tanaka Singapore,1,1,Nikuya Tanaka,100.0,4.5,18,,OPERATIONAL,"1 Teck Lim Rd, level 2, Singapore 088379"
No Sleep Club,1,1,No Sleep Club,100.0,4.5,309,,OPERATIONAL,"20 Keong Saik Rd., Singapore 089127"
Noa Lounge,1,1,Noa Lounge,100.0,4.5,398,,OPERATIONAL,"83 Neil Rd, #01 #01-01, Singapore 089813"
Nolita,1,1,Nolita,100.0,3.7,118,,OPERATIONAL,"1 Lentor Central, #01-44 Lentor Modern, Singapore 788887"
Northern Thai Tomyum,1,1,Northern Thai Tomyam,95.0,4.7,219,,OPERATIONAL,"166 Jln Besar, #01-25, Singapore 208877"
Nummun Thai Kitchen,1,1,Nummun Thai Kitchen,100.0,4.5,653,,OPERATIONAL,"200 Upper Thomson Rd #01-03, Thomson Imperial Court, 200 Upper Thomson Rd, Singapore 574424"
Nutrify Meals,1,1,Nutrify Meals,100.0,4.1,29,,OPERATIONAL,"371 Beach Road, CityGate, #B1, #44, Singapore 199597"
Nya Nya,1,1,Nya Nya,100.0,4.7,65,,OPERATIONAL,"435 Orchard Rd, #04-02 Wisma Atria, Singapore 238877"
Nyonya Novelties (Chendol Melaka),1,1,Chendol Melaka (Nyonya Novelties),100.0,4.5,31,,OPERATIONAL,"15 Upper E Coast Rd, Singapore 455207"
OSO Ristorante,1,1,OSO Ristorante,100.0,4.4,857,3,OPERATIONAL,"100 Peck Seah St, #27-01 Oasia Hotel Downtown, Singapore 079333"
Offtrack,1,1,Offtrack,100.0,4.7,400,,OPERATIONAL,"34 N Canal Rd, #01-01, Singapore 059290"
Old Nyonya,1,1,Old Nyonya,100.0,4.1,892,1,OPERATIONAL,"1 Kadayanallur St, #01-04 Maxwell Food Centre, Singapore 069184"
Old Street Bak Kut Teh,1,1,Old Street Bak Kut Teh,100.0,2.5,203,2,OPERATIONAL,"1 Stadium Place, 01-22/22A, Singapore 397628"
Olsen Bakehouse,1,1,Olsen Bakehouse,100.0,4.7,213,,OPERATIONAL,"301 Joo Chiat Rd, Singapore 427552"
Omma Korean Charcoal BBQ,1,1,Omma Korean Charcoal BBQ,100.0,4.6,3295,,OPERATIONAL,"21 Lor Mambong, Singapore 277680"
Once Upon a Thyme,1,1,Once Upon a Thyme,100.0,4.3,131,,OPERATIONAL,"10 Sinaran Dr, #B1-120/124 Square 2, Singapore 307506"
One Kueh At A Time,1,1,One Kueh At A Time,100.0,3.9,49,,OPERATIONAL,"Blk 713A Ang Mo Kio Ave 6, #01-02, Singapore 561713"
One Prawn & Co,1,1,One Prawn & Co,100.0,4.3,495,,OPERATIONAL,"46 Kim Yam Rd, #01-10, Singapore 239351"
One-Ninety Bar,1,1,One-Ninety Bar,100.0,4.4,27,,OPERATIONAL,"190 Orchard Blvd, Lobby Level, Singapore 248646"
Orchard Bak Chor Mee,1,1,Orchard Bak Chor Mee,100.0,4.3,168,,OPERATIONAL,"150 Orchard Rd, #04 17, Singapore 238841"
Orchard Yong Tau Fu,1,1,Orchard Yong Tau Fu,100.0,3.8,131,,OPERATIONAL,"5 Koek Rd, #01-09 Cuppage Plaza, Singapore 228796"
Orihara Shoten,1,1,Orihara Shoten,100.0,4.3,182,,OPERATIONAL,"25 Mohamed Sultan Rd, #01-00, Singapore 238969"
Otak-Otak Kampung,1,1,Otak-Otak Kampung,100.0,3.5,35,,OPERATIONAL,"1 Geylang Serai, #02-165, Singapore 402001"
Our Tampines Hub,1,1,Our Tampines Hub,100.0,4.5,13290,,OPERATIONAL,"1 Tampines Walk, Singapore 528523"
Outram Park Ya Hua Rou Gu Cha,1,1,Outram Park Ya Hua Rou Gu Cha,100.0,4.2,1674,2,OPERATIONAL,"7 Keppel Rd, #01-05/07 PSA, Singapore 089053"
PLUME,1,1,PLUME,100.0,4.8,122,,OPERATIONAL,"7 Raffles Blvd, Level 1 Pan Pacific, Singapore 039595"
PS.Cafe at Palais Renaissance,1,1,PS.Cafe Palais Renaissance,94.5,4.4,1469,3,OPERATIONAL,"390 Orchard Rd, #02 - 09A, Singapore 238871"
PS.Cafe at Paragon,1,1,PS.Cafe Paragon,90.9,4.3,1984,3,OPERATIONAL,"290 Orchard Rd, #03-41/42 Level 3 Paragon, Singapore 238859"
PS.Cafe at Raffles City,1,1,PS.Cafe Raffles City,93.0,4.2,2638,2,OPERATIONAL,"252 N Bridge Rd, #03-37, Singapore 179103"
Padi @ Bussorah,1,1,Padi @ Bussorah,100.0,4.1,500,2,OPERATIONAL,"53 Bussorah St, Singapore 199469"
Pang Pang,1,1,PangPang,94.1,4.8,735,,OPERATIONAL,"20 Tan Quee Lan St, #01-13/14/15/16, Singapore 188107"
Park Bench Deli,1,1,Park Bench Deli,100.0,3.1,27,,OPERATIONAL,"16A Dempsey Rd, Singapore 247695"
Pasta Fresca Da Salvatore,1,1,Pasta Fresca Da Salvatore,100.0,4.2,517,2,OPERATIONAL,"1 Fifth Ave., #01-02 Guthrie House, Singapore 268802"
Pastaro,1,1,Pastaro,100.0,4.2,156,,OPERATIONAL,"36H Dunearn Rd, #02-45 Chancery Court, Singapore 309433"
Patchwork Kitchen,1,1,Patchwork Kitchen,100.0,4.9,96,,OPERATIONAL,"42 S Bridge Rd, #05-01, Singapore 058676"
Paulaner Brauhaus,1,1,Paulaner Bräuhaus Singapore,100.0,4.7,4071,2,OPERATIONAL,"9 Raffles Boulevard, #01-01, Millenia Walk, Singapore 039596"
Penang Culture Catering,1,1,Penang Culture Catering,100.0,4.8,19,,OPERATIONAL,"30B Quality Rd, Singapore 618826"
Penny University,1,1,Penny University,100.0,4.3,1903,2,OPERATIONAL,"17 Jln Klapa, Singapore 199329"
Peperoni Pizzeria,1,1,Peperoni Pizzeria,100.0,4.5,1485,2,OPERATIONAL,"3 Temasek Blvd, #B1-130, Singapore 038983"
Peppermint,1,1,Peppermint,100.0,4.2,1346,3,OPERATIONAL,"6 Raffles Blvd, Level 4 PARKROYAL COLLECTION Marina Bay, Singapore 039594"
Permata Singapore,1,1,Permata Singapore,100.0,4.4,601,2,OPERATIONAL,"73 Sultan Gate, Singapore 198497"
Pete's Mediterranean Grill,1,1,Pete’s Mediterranean Grill,100.0,4.2,153,,OPERATIONAL,"125 E Coast Rd, Singapore 428810"
Pete's Place,1,1,Pete's Place,100.0,4.3,759,2,OPERATIONAL,"10 Scotts Rd, Grand Hyatt, Singapore 228211"
Picanhas,1,1,Picanhas',100.0,4.8,4236,,OPERATIONAL,"92 Club St, Singapore 069460"
Pietro Ristorante Italiano,1,1,Pietro Ristorante Italiano,100.0,4.2,1307,2,OPERATIONAL,"12 Jln Kelulut, Singapore 809030"
Qi - House of Sichuan,1,1,Qi - House of Sichuan,100.0,4.4,407,,OPERATIONAL,"8A Marina Blvd, #02-01, Singapore 018984"
Qin Ji Rougamo,1,1,Qin Ji Rougamo,100.0,4.2,157,,OPERATIONAL,"460 Alexandra Rd, #01 - 33, Singapore 119963"
Quayside Isle,1,1,Quayside Isle,100.0,4.4,962,,OPERATIONAL,"31 Ocean Way, Singapore 098375"
Que Pasa,1,1,Que Pasa,100.0,4.1,339,,OPERATIONAL,"7 Emerald Hill Rd, Singapore 229291"
R Italian Kitchen & Smokehouse,1,1,R Italian Kitchen & Smokehouse,100.0,4.3,1289,3,OPERATIONAL,"22 Greenwood Ave, Singapore 289218"
R.K. Eating House,1,1,R.K. Eating House,100.0,3.9,2583,1,OPERATIONAL,"1 Kensington Park Rd, Singapore 557253"
Rakki Cafe & Munchies,1,1,Rakki Cafe & Munchies,100.0,4.6,18,,OPERATIONAL,"18 Robinson Rd, #02 04, Singapore 048547"
Ramen Keisuke Gyoza King,1,1,Ramen Keisuke Gyoza King,100.0,4.3,776,2,OPERATIONAL,"1 Tras Link, #01-15 Orchid Hotel Singapore, Singapore 078867"
Ramen Ya,1,1,Ramen-ya,100.0,4.7,487,,OPERATIONAL,"430 Upper Changi Rd, #01-03 East Village Mall, Singapore 487048"
Red Dot,1,1,Red Dot,100.0,3.8,4,,OPERATIONAL,"301 Dover Rd, Singapore 139644"
Red Eye Smokehouse,1,1,Red Eye Smokehouse,100.0,4.2,1153,2,OPERATIONAL,"1 Cavan Rd, Singapore 209842"
Red House Seafood Esplanade,1,1,Red House Seafood at Esplanade,94.7,4.5,435,,OPERATIONAL,"8 Raffles Ave., #01-14 / 16 Esplanade, Singapore 039802"
RedTail Bar by Zouk,1,1,RedTail Bar By Zouk,100.0,4.4,372,,OPERATIONAL,"3C River Valley Road, Clarke Quay, Block C, #01-04, The Cannery, Singapore 179022"
Redhill Market,1,1,Redhill Market,100.0,4.1,3587,,OPERATIONAL,"79 Redhill Ln, Singapore 150079"
Refuel Cafe,1,1,Refuel Cafe,100.0,4.2,1316,2,OPERATIONAL,"744 Bedok Reservoir Rd, #01-3029 Reservoir Village, Singapore 470744"
Rendezvous Restaurant Hock Lock Kee,1,1,Rendezvous Restaurant Hock Lock Kee,100.0,4.2,621,,OPERATIONAL,"6 Eu Tong Sen St, #02-72 to 75/77/92 The Central, Singapore 059817"
Riverside Indonesian BBQ,1,1,Riverside Indonesian BBQ,100.0,4.3,155,,OPERATIONAL,"68 Orchard Rd, #06-15/17, Singapore 238839"
Rong Xing Yong Tau Fu,1,1,Rong Xing Yong Tau Fu,100.0,3.7,61,,OPERATIONAL,"6 Tanjong Pagar Plz, #02-04, Singapore 081006"
Royal China,1,1,ROYAL CHINA,100.0,4.8,77,,OPERATIONAL,"4 Bukit Manis Rd, Sentosa, Singapore 099947"
Royal Spicy Dosa,1,1,Royal Spicy Dosa,100.0,4.7,1406,,OPERATIONAL,"18 Dunlop St, Singapore 209347"
Royale Restaurant,1,1,ROYALE RESTAURANT,100.0,3.8,275,,OPERATIONAL,"122 Middle Rd, Singapore 188973"
Ru Yi Yuan Vegetarian,1,1,Ru Yi Yuan Vegetarian,100.0,3.2,199,,OPERATIONAL,"273 Bukit Batok East Ave 4, Singapore 650273"
SG Hawker,1,1,SG Hawker,100.0,3.0,345,,OPERATIONAL,"Singapore, E Coast Rd, 112号, i12 Katong, B1-06-08 邮政编码: 428802"
SKAI Bar,1,1,SKAI Bar,100.0,4.3,1165,4,OPERATIONAL,"2 Stamford Road, Level 70, #70-02 Swissôtel The Stamford, Singapore 178882"
SKIRT Restaurant,1,1,SKIRT Restaurant,100.0,4.4,633,4,OPERATIONAL,"21 Ocean Way, Singapore 098374"
STYXX,1,1,Styxx,100.0,4.8,217,,OPERATIONAL,"18 Teck Lim Rd, Singapore 088390"
Saffrons Swan Lake,1,1,Saffrons @ Swan Lake,100.0,4.4,442,,OPERATIONAL,"23 Swan Lake Ave, Opera Estate, Singapore 455715"
Sakemaru Artisan Sake Hideout,1,1,SAKEMARU Artisan Sake Hideout,100.0,4.7,165,,OPERATIONAL,"55 S Bridge Rd, Singapore 058686"
Sakunthala's Restaurant,1,1,Sakunthala's Restaurant,100.0,3.9,375,,OPERATIONAL,"3 North Point Dr, #01-01 Yishun Town Square, Singapore 768020"
Sam Leong St. Chicken Rice,1,1,Sam Leong St Chicken Rice,100.0,4.7,2157,,OPERATIONAL,"12 Verdun Rd, Singapore 207278"
Sanook Kitchen,1,1,Sanook Kitchen,100.0,4.7,2370,2,OPERATIONAL,"10 Tampines Central 1, #03-25, Singapore 529536"
Sanpoutei Ramen,1,1,Sanpoutei Ramen,100.0,4.2,1088,2,OPERATIONAL,"253 Holland Ave, Singapore 278982"
Sara's,1,1,Sara's,100.0,4.2,123,2,OPERATIONAL,"217 Upper Thomson Rd, Singapore 574350"
Scarpetta,1,1,Scarpetta,100.0,4.4,854,,OPERATIONAL,"47 Amoy St, Singapore 069873"
Scissors Cut Curry Rice,1,1,Scissors Curry Rice,90.5,3.3,4,,OPERATIONAL,"301 Boon Lay Wy, #01-12/13, Singapore 649846"
Sean Kee Duck Rice,1,1,Sean Kee Duck Rice,100.0,4.3,737,2,OPERATIONAL,"659-661 Lor 35 Geylang, Singapore 389589"
Semma,1,1,Semma Singapore,100.0,4.3,314,,OPERATIONAL,"60 Springside Walk, #01-19, Brooks 786020"
Sen of Japan,1,1,Sen of Japan,100.0,4.5,1451,3,OPERATIONAL,"2 Bayfront Ave, #01 - 86, Singapore 018972"
Señor Taco Clarke Quay,1,1,Señor Taco Clarke Quay,100.0,4.5,441,,OPERATIONAL,"CLARKE QUAY, River Valley Rd, #01-09A, Singapore 179022"
Shabu Sai,1,1,Shabu Sai,100.0,4.0,724,2,OPERATIONAL,"#08-09/10/11 Orchard Central, 181 Orchard Rd, Singapore 238896"
Shakō-Ba,1,1,Shakō-Ba SG,100.0,4.9,848,,OPERATIONAL,"12 N Canal Rd, #02-01, Singapore 048825"
Shawarma Kingdom,1,1,Shawarma Kingdom,100.0,4.7,446,,OPERATIONAL,"21 Arab St, Singapore 199844"
Shi Li Fang,1,1,Shi Li Fang,100.0,4.8,1030,2,OPERATIONAL,"604 Sembawang Rd, #01-21, Singapore 758459"
Shikar,1,1,Shikar,100.0,4.6,593,,OPERATIONAL,"2 Cook St, Maxwell Reserve, Singapore 078857"
Shinrai Singapore,1,1,Shinrai,100.0,4.8,3394,,OPERATIONAL,"173 Telok Ayer St, Singapore 068622"
Shisen Hanten by Chen Kentaro,1,1,Shisen Hanten by Chen Kentaro,100.0,4.8,2593,3,OPERATIONAL,"333 Orchard Rd, Level 35 Hilton Singapore Orchard, Singapore 238867"
Signs A Taste of Vietnam Pho,1,1,Signs A Taste of Vietnam Pho,100.0,4.7,910,1,OPERATIONAL,"277 Orchard Rd, #B2-15, Singapore 238858"
Sik Wai Sin Eating House,1,1,Sik Wai Sin Eating House,100.0,4.3,35,,OPERATIONAL,"287 Geylang Rd, Singapore 389336"
Silver Shell Cafe,1,1,Silver Shell Cafe,100.0,4.6,1119,,OPERATIONAL,"101 Siloso Rd, Singapore 098970"
Simply Peranakan Cuisine,1,1,Simply Peranakan Cuisine,100.0,4.6,354,,OPERATIONAL,"28 Cavenagh Rd, #01-05 Hotel Chancellor @, Singapore 229635"
Sin Chie Toke Huan Hainanese Curry Rice,1,1,Sin Chie Toke Huan Hainanese Curry Rice (Hougang),90.7,3.7,641,1,OPERATIONAL,"1018 Upper Serangoon Rd, Singapore 534756"
Skewers Yakitori Izakaya,1,1,Skewers Yakitori Izakaya,100.0,4.8,184,,OPERATIONAL,"5 Koek Rd, #04-01, Singapore 228796"
Skinny's Lounge,1,1,Skinny's Lounge,100.0,4.3,866,2,OPERATIONAL,"82, #01-02 Boat Quay, Singapore 049870"
Skirt & Dirt,1,1,Skirt & Dirt,100.0,4.4,269,,OPERATIONAL,"30 Seng Poh Rd, #02-66, Singapore 168898"
Sky Lab Cooked Food,1,1,Sky Lab Cooked Food,100.0,4.3,21,,OPERATIONAL,"665 Buffalo Rd, #01-227 #01-228, Singapore 210665"
Small's,1,1,Small’s,100.0,4.5,81,,OPERATIONAL,"46 Kim Yam Rd, #01-02 New Bahru, Singapore 239351"
Smash by BurgerLabo,1,1,SMASH by Burgerlabo,100.0,3.6,100,,OPERATIONAL,"252 N Bridge Rd, #03-15/17 SHOPPING, RAFFLES CITY, Singapore 179103"
Smolder Seafood Grill & Bar,1,1,Smolder Seafood Grill and Bar,100.0,4.5,94,,OPERATIONAL,"271 Outram Rd, #269, Singapore 169062"
So Lemak,1,1,So Lemak,100.0,4.0,282,,OPERATIONAL,"217 Bedok North Street 1, #01-77, Singapore 460217"
Social Bar & Bistro,1,1,Social Bar & Bistro,100.0,4.5,279,,OPERATIONAL,"9 Raffles Pl, #01-01 Republic Plaza, Singapore 048619"
Soi Social,1,1,Soi Social,100.0,4.2,177,,OPERATIONAL,"L2, Hotel Michael, 8 Sentosa Gateway, Resorts World Sentosa, Singapore 098269"
Sol & Ora,1,1,Sol & Ora,100.0,4.5,584,,OPERATIONAL,"The Outpost Hotel, 10 Artillery Ave, #07-01 Sentosa Island, Singapore 099951"
Song Kee Fishball Noodle,1,1,Song Kee Fishball Noodle,100.0,4.3,1110,,OPERATIONAL,"100 Yio Chu Kang Rd, Singapore 545576"
Soon Kee Teochew Porridge,1,1,Soon Kee Teochew Porridge,100.0,1.0,3,,OPERATIONAL,"Singapore, Boon Lay Pl, 90号#01-01 邮政编码: 649884"
Soon Lee Fried Kway Teow,1,1,Soon Lee Fried Kway Teow,100.0,3.5,21,,OPERATIONAL,"6 Jalan Bukit Merah, #01-36 ABC Brickworks Market and Food Centre, Singapore 150006"
Sophia,1,1,Sophia,100.0,4.4,41,,OPERATIONAL,"29 Tanglin Rd, The St. Regis Singapore, Singapore 247911"
Sospiri,1,1,Sospiri,100.0,4.5,580,,OPERATIONAL,"IOI Central Boulevard Towers, 2 Central Blvd, #07-02, Singapore 018916"
Station by Kotuwa,1,1,Station by Kotuwa,100.0,4.6,65,,OPERATIONAL,"21 Boon Tat St, Singapore 069620"
Sufood,1,1,Sufood,100.0,4.5,1570,2,OPERATIONAL,"252 N Bridge Rd, #02 - 19, Singapore 179103"
Suguru,1,1,Suguru,100.0,4.9,523,,OPERATIONAL,"175 Joo Chiat Rd, Singapore 427446"
Summer Hill,1,1,Summer Hill,100.0,4.1,466,,OPERATIONAL,"442 Orchard Rd, #02-17 Claymore Connect, Singapore 238879"
Super Kitchen Chilli Pan Mee,1,1,Super Kitchen Chilli Pan Mee,100.0,4.3,872,1,OPERATIONAL,"23 China St, Singapore 049565"
Super Shiok Nasi Lemak,1,1,Super Shiok Nasi Lemak,100.0,4.8,486,,OPERATIONAL,"29 Bendemeer Rd, #01-13 Bendemeer Market & Food Centre, Singapore 330029"
Surrey Hills Grocer @ ION Orchard,1,1,Surrey Hills Grocer - ION Orchard,100.0,4.3,1807,,OPERATIONAL,"2 Orchard Turn, #05-02 ION ORCHARD, Singapore 237973"
Sushi Jin,1,1,Sushi Jin,100.0,4.4,478,,OPERATIONAL,"1 Scotts Rd, #03-07 Shaw Centre, Singapore 228208"
Sushi Sakuta,1,1,Sushi Sakuta,100.0,4.9,69,,OPERATIONAL,"9 Raffles Blvd, #01-06/07/08 Millenia Walk, Singapore 039596"
Sushi Yujo,1,1,Sushi Yujo,100.0,4.8,544,,OPERATIONAL,"165 Tg Pagar Rd, #02-26 Amara Hotel, Singapore 088539"
Sushisamba,1,1,SUSHISAMBA Singapore,100.0,4.4,670,,OPERATIONAL,"168 Robinson Rd, Level 52 Capital Tower, Singapore 068912"
Swaadhisht,1,1,Swaadhisht,100.0,4.1,773,2,OPERATIONAL,"47 Chander Rd, Singapore 219546"
Swee Choon Jalan Besar,1,1,Swee Choon Jalan Besar,100.0,4.3,11447,2,OPERATIONAL,"183/185/187/189, 191 Jln Besar, 191/193, Singapore 208882"
Swee Heng 1989 Classic,1,1,Swee Heng 1989 Classic,100.0,3.9,95,2,OPERATIONAL,"63 Jurong West Central 3, #03-31, Singapore 648331"
T-Swirl Crêpe,1,1,T-Swirl Crepe SG,100.0,4.2,61,,OPERATIONAL,"68 Orchard Rd, B2-33/34, Plaza 238839"
Tai Wah Pork Noodle,1,1,Tai Wah Pork Noodle,100.0,4.3,576,,OPERATIONAL,"40 Holland Dr, #01-39, Singapore 270040"
Taki Izakaya Bar,1,1,Taki Izakaya Bar,100.0,4.4,329,,OPERATIONAL,"16 Collyer Quay, #01-05A B, Singapore 049318"
Taksim Restaurant,1,1,Taksim Restaurant,100.0,4.8,526,,OPERATIONAL,"14 Baghdad St, #199653, Singapore 199653"
Tatsu,1,1,Tatsu,100.0,4.2,462,,OPERATIONAL,"30 Victoria St, #01-08 CHIJMES, Singapore 187996"
Terry Katong Laksa,1,1,Terry Katong Laksa,100.0,4.1,85,,OPERATIONAL,"Amoy Street Food Centre, 7 Maxwell Rd, #01-28, Annexe, B Mnd Building, Singapore 069111"
Texas Chicken,1,1,Texas Chicken,100.0,4.7,3904,2,OPERATIONAL,"1 Woodlands Sq, #01-14/15 Causeway Point, Singapore 738099"
Thai Gold Food,1,1,Thai Gold Food,100.0,4.0,442,2,OPERATIONAL,"91 Bencoolen St, #01-14/22 Sunshine Plaza, Singapore 189652"
The Barking Bean,1,1,The Barking Bean,100.0,4.5,219,,OPERATIONAL,"2 First St, #01-02 Siglap V, Singapore 458278"
The Bedok Marketplace,1,1,The Bedok Market Place,97.7,4.2,1445,,OPERATIONAL,"348 Bedok Rd, Level 2, Singapore 469560"
The Beef House,1,1,The Beef House,100.0,4.4,366,1,OPERATIONAL,"217 Syed Alwi Rd, Singapore 207776"
The Brewing Ground,1,1,The Brewing Ground,100.0,4.5,983,2,OPERATIONAL,"406 Joo Chiat Pl, #01-24 The Yards, Singapore 428084"
The Chairman,1,1,The Chairman,100.0,,,,OPERATIONAL,"18 Kaki Bukit Rd 3, #04-18, Singapore 415978"
The Elephant Room,1,1,The Elephant Room Singapore,100.0,4.5,453,,OPERATIONAL,"33 Tg Pagar Rd, #01-02, Singapore 088456"
The Flying Squirrel,1,1,The Flying Squirrel,100.0,4.4,848,2,OPERATIONAL,"92 Amoy St, #01-02, Singapore 069911"
